city,region,magnitude,url,place,date,intensity,significance,tsunami,latitude,longitude,depth_km
San Fernando,Peru,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008jhh,"43 km NE of San Fernando, Peru",1998-04-03,4.705,670,0,-8.148,-74.238,164.6
Corral,Chile,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008jdq,"131 km WSW of Corral, Chile",1998-04-01,,691,0,-40.316,-74.874,9.0
Pariaman,Indonesia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008jd7,"95 km W of Pariaman, Indonesia",1998-04-01,5.97,754,0,-0.544,99.261,55.7
Levuka,Fiji,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008j7s,"178 km ENE of Levuka, Fiji",1998-03-29,,798,0,-17.552,-179.092,537.2
Balleny Islands ,Balleny Islands ,8.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008hzd,Balleny Islands region,1998-03-25,,1009,0,-62.877,149.527,10.0
Auckland Islands,New Zealand ,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008hs8,"Auckland Islands, New Zealand region",1998-03-20,,691,0,-50.008,163.107,10.0
Kerman,Iran,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008hg7,"52 km ESE of Kerman, Iran",1998-03-14,8.191,670,0,30.154,57.605,9.0
Amahai,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008g8h,"126 km S of Amahai, Indonesia",1998-02-19,,650,0,-4.476,129.082,33.0
Reykjanes Ridge,Reykjanes Ridge,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008g3e,Reykjanes Ridge,1998-02-16,,711,0,52.718,-33.677,10.0
agasta,Chile,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008f7c,"34 km SSE of Antofagasta, Chile",1998-01-30,6.921,776,0,-23.913,-70.207,42.0
the Fiji Islands,the Fiji Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008f2f,south of the Fiji Islands,1998-01-27,,650,0,-22.411,179.035,610.1
Labasa,Fiji,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008eb7,"159 km ENE of Labasa, Fiji",1998-01-14,,670,0,-15.731,-179.329,33.0
Labasa,Fiji,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008e6m,"149 km ENE of Labasa, Fiji",1998-01-12,6.401,691,0,-15.848,-179.376,23.4
Ovalle,Chile,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008e5f,"47 km SSW of Ovalle, Chile",1998-01-12,6.595,670,0,-30.985,-71.41,34.8
San Jose El Idolo,Guatemala,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008e1g,"10 km SSW of San José El Ídolo, Guatemala",1998-01-10,6.382,670,0,14.374,-91.473,33.0
the Loyalty Islands,the Loyalty Islands,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008dqq,southeast of the Loyalty Islands,1998-01-04,,865,0,-22.301,170.911,100.6
Finschhafen,Papua New Guinea,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008d0r,"117 km N of Finschhafen, Papua New Guinea",1997-12-22,6.059,798,0,-5.495,147.867,179.3
Rat Islands,Alaska,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008cs8,"Rat Islands, Aleutian Islands, Alaska",1997-12-17,,670,0,51.187,178.871,20.0
Ust  Kamchatsk Staryy,Russia,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008btk,"156 km S of Ust’-Kamchatsk Staryy, Russia",1997-12-05,7.084,936,0,54.841,162.035,33.0
Sandia,Peru,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008bg2,"97 km NE of Sandia, Peru",1997-11-28,,691,0,-13.74,-68.788,586.0
Gorontalo,Indonesia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008baj,"97 km NW of Gorontalo, Indonesia",1997-11-25,6.422,754,0,1.241,122.536,24.0
Lithakia,Greece,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008aw5,"22 km SW of Lithakiá, Greece",1997-11-18,6.863,670,0,37.57,20.656,33.0
Port Olry,Vanuatu,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008aqx,"34 km ESE of Port-Olry, Vanuatu",1997-11-15,6.441,754,0,-15.145,167.375,123.1
San Sebastian,El Salvador,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008acs,"13 km NNE of San Sebastián, El Salvador",1997-11-09,4.324,650,0,13.849,-88.808,176.4
western Xizang,western Xizang,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008a97,western Xizang,1997-11-08,7.099,865,0,35.069,87.325,33.0
Barranca,Peru,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp00089q2,"51 km N of Barranca, Peru",1997-10-28,6.782,798,0,-4.368,-76.681,112.0
Monte Patria,Chile,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000892b,"36 km SW of Monte Patria, Chile",1997-10-15,7.309,776,0,-30.933,-71.22,58.0
Haveluloto,Tonga,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000890q,"192 km WSW of Haveluloto, Tonga",1997-10-14,6.884,936,0,-22.101,-176.772,167.3
Talisay,Philippines,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00088mv,"18 km E of Talisay, Philippines",1997-10-06,5.4,650,0,9.79,125.779,105.6
Kermadec Islands ,Kermadec Islands ,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp00087s6,Kermadec Islands region,1997-09-20,,754,0,-28.683,-177.624,30.0
the Fiji Islands,the Fiji Islands,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008740,south of the Fiji Islands,1997-09-04,,711,0,-26.569,178.336,624.7
Roncesvalles,Colombia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000871m,"24 km SW of Roncesvalles, Colombia",1997-09-02,4.669,711,0,3.849,-75.749,198.7
Angoram,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00086u4,"64 km NNE of Angoram, Papua New Guinea",1997-08-29,5.963,670,0,-3.562,144.362,22.8
Hihifo,Tonga,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00086u2,"206 km WNW of Hihifo, Tonga",1997-08-29,,650,0,-15.235,-175.576,33.0
Mid Indian Ridge,Mid Indian Ridge,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00086gu,Mid-Indian Ridge,1997-08-20,,650,0,-41.715,80.134,10.0
Leava,Wallis and Futuna,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00085yy,"168 km SW of Leava, Wallis and Futuna",1997-08-08,,670,0,-15.477,-179.14,10.0
El Ciruelo,Mexico,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000851t,"4 km ENE of El Ciruelo, Mexico",1997-07-19,6.4,732,0,16.333,-98.216,33.0
Carupano,Venezuela,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp00084m2,"26 km WSW of Carúpano, Venezuela",1997-07-09,7.667,754,0,10.598,-63.486,19.9
Coquimbo,Chile,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp00084ez,"52 km WSW of Coquimbo, Chile",1997-07-06,6.35,711,0,-30.058,-71.872,19.0
southern East Pacific Rise,southern East Pacific Rise,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00083cd,southern East Pacific Rise,1997-06-10,,650,0,-35.815,-108.135,10.0
Easter Island,Easter Island,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00082yt,southeast of Easter Island,1997-05-29,,650,0,-35.964,-102.511,10.0
the Kermadec Islands,the Kermadec Islands,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp00082uf,south of the Kermadec Islands,1997-05-25,,776,0,-32.115,179.791,332.7
Churumuco de Morelos,Mexico,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00082pq,"5 km ENE of Churumuco de Morelos, Mexico",1997-05-22,6.077,650,0,18.684,-101.604,70.0
Isangel,Vanuatu,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp00082mx,"99 km S of Isangel, Vanuatu",1997-05-21,5.869,711,0,-20.438,169.287,57.0
Jurm,Afghanistan,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000828b,"51 km S of Jurm, Afghanistan",1997-05-13,4.139,650,0,36.411,70.945,196.0
West Chile Rise,West Chile Rise,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000824u,West Chile Rise,1997-05-11,,650,0,-36.383,-97.703,10.0
Q  en,Iran,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000820p,"58 km E of Q?’en, Iran",1997-05-10,9.343,820,0,33.825,59.809,10.0
Kermadec Islands ,Kermadec Islands ,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00081pj,Kermadec Islands region,1997-05-03,,732,0,-31.791,-179.382,108.3
La Cruz de Loreto,Mexico,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00081jx,"228 km WSW of La Cruz de Loreto, Mexico",1997-05-01,,732,0,18.993,-107.35,33.0
Prince Edward Islands ,Prince Edward Islands ,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp00081ec,Prince Edward Islands region,1997-04-28,,711,0,-42.504,42.686,10.0
Yigo Village,Guam,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000814h,"49 km N of Yigo Village, Guam",1997-04-23,5.726,650,0,13.986,144.901,100.8
Scarborough,Trinidad and Tobago,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000810j,"18 km WSW of Scarborough, Trinidad and Tobago",1997-04-22,6.512,691,0,11.112,-60.892,5.0
Sola,Vanuatu,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp00080wt,"171 km NNW of Sola, Vanuatu",1997-04-21,6.474,912,0,-12.584,166.676,33.0
Finschhafen,Papua New Guinea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007zzs,"49 km W of Finschhafen, Papua New Guinea",1997-04-05,6.178,650,0,-6.485,147.408,69.1
Adak,Alaska,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007zea,"273 km WSW of Adak, Alaska",1997-03-26,,691,0,51.277,179.533,33.0
Kinablangan,Philippines,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007yp6,"121 km E of Kinablangan, Philippines",1997-03-11,4.713,732,0,7.742,127.647,10.0
Harnai,Pakistan,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007xx2,"29 km ESE of Harnai, Pakistan",1997-02-27,6.249,776,0,29.976,68.208,33.0
Turkmenistan Iran border ,Turkmenistan Iran border ,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007wrr,Turkmenistan-Iran border region,1997-02-04,8.465,650,0,37.661,57.291,10.0
Villazon,Bolivia,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007w7v,"16 km NW of Villazón, Bolivia",1997-01-23,,776,0,-21.999,-65.719,276.2
El Habillal,Mexico,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007vrx,"46 km WNW of El Habillal, Mexico",1997-01-11,7.082,798,0,18.219,-102.756,33.0
Iwanai,Japan,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007uuh,"131 km W of Iwanai, Japan",1996-12-22,4.04,650,0,43.207,138.92,226.5
central Mid Atlantic Ridge,central Mid Atlantic Ridge,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007u7a,central Mid-Atlantic Ridge,1996-12-10,,691,0,0.87,-30.039,10.0
Miyazaki,Japan,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007tw5,"17 km SW of Miyazaki, Japan",1996-12-02,6.396,691,0,31.789,131.314,49.2
Thang,India,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007t7m,"130 km ENE of Thang, India",1996-11-19,6.689,732,0,35.345,78.133,33.0
Changuillo,Peru,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007swp,"60 km SW of Changuillo, Peru",1996-11-12,7.245,912,0,-14.993,-75.675,33.0
Bonin Islands,Japan ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007sja,"Bonin Islands, Japan region",1996-11-06,,670,0,27.999,143.538,9.0
Kermadec Islands ,Kermadec Islands ,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007sfm,Kermadec Islands region,1996-11-05,,711,0,-31.16,179.998,369.4
Fiji ,Fiji ,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007rp1,Fiji region,1996-10-19,,732,0,-20.412,-178.51,590.8
Miyazaki,Japan,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007rp0,"5 km SE of Miyazaki, Japan",1996-10-19,6.697,691,0,31.885,131.468,22.0
Nishinoomote,Japan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007rku,"20 km SSE of Nishinoomote, Japan",1996-10-18,6.687,670,0,30.568,131.093,10.0
Panguna,Papua New Guinea,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007rdr,"90 km S of Panguna, Papua New Guinea",1996-10-14,6.435,711,0,-7.133,155.568,24.0
Paphos,Cyprus,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007r4u,"36 km SW of Paphos, Cyprus",1996-10-09,6.056,711,0,34.556,32.126,33.0
Cortes,Philippines,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007q51,"24 km NE of Cortes, Philippines",1996-09-20,5.948,670,0,9.454,126.334,33.0
Cortes,Philippines,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007q50,"22 km NNE of Cortes, Philippines",1996-09-20,5.862,670,0,9.463,126.284,33.0
Hengchun,Taiwan,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007pfw,"78 km E of Hengchun, Taiwan",1996-09-05,6.239,711,0,21.898,121.498,20.0
Easter Island ,Easter Island ,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007pet,Easter Island region,1996-09-05,,732,0,-22.118,-113.436,10.0
Fiji ,Fiji ,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007n5m,Fiji region,1996-08-05,,842,0,-20.69,-178.31,550.2
Hihifo,Tonga,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007n46,"104 km NE of Hihifo, Tonga",1996-08-05,,691,0,-15.267,-173.126,41.2
Kirakira,Solomon Islands,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007n0p,"62 km WSW of Kirakira, Solomon Islands",1996-08-02,6.226,732,0,-10.769,161.445,33.0
the Fiji Islands,the Fiji Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007mfa,south of the Fiji Islands,1996-07-23,,650,0,-26.753,-177.199,33.0
Palu,Indonesia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007me1,"220 km NNE of Palu, Indonesia",1996-07-22,6.485,754,0,1.0,120.45,33.0
Palu,Indonesia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007m42,"217 km NNE of Palu, Indonesia",1996-07-16,6.219,670,0,1.016,120.254,33.0
Ust  Kamchatsk Staryy,Russia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007m3h,"157 km E of Ust’-Kamchatsk Staryy, Russia",1996-07-16,,650,0,56.084,164.998,33.0
Coyuquilla Norte,Mexico,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007m35,"26 km NNE of Coyuquilla Norte, Mexico",1996-07-15,6.451,711,0,17.6,-100.965,18.3
Vilyuchinsk,Russia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007k2n,"159 km SSE of Vilyuchinsk, Russia",1996-06-21,,691,0,51.568,159.119,20.0
Maumere,Indonesia,7.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007jw8,"169 km NNE of Maumere, Indonesia",1996-06-17,3.841,960,0,-7.137,122.589,587.3
Palapag,Philippines,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007jkw,"8 km NNE of Palapag, Philippines",1996-06-11,6.477,776,0,12.614,125.154,33.0
Adak,Alaska,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007jfz,"46 km SSW of Adak, Alaska",1996-06-10,6.811,820,0,51.478,-176.847,26.3
Adak,Alaska,7.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007jcu,"77 km WSW of Adak, Alaska",1996-06-10,7.127,960,0,51.564,-177.632,33.0
Sola,Vanuatu,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007jck,"63 km NW of Sola, Vanuatu",1996-06-10,4.335,691,0,-13.481,167.13,200.1
Saipan,Northern Mariana Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007jbe,"248 km N of Saipan, Northern Mariana Islands",1996-06-09,,650,0,17.444,145.458,149.0
Adak,Alaska,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007jbb,"111 km WSW of Adak, Alaska",1996-06-08,,650,0,51.491,-178.128,33.0
northern Mid Atlantic Ridge,northern Mid Atlantic Ridge,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007j1e,northern Mid-Atlantic Ridge,1996-06-02,,754,0,10.797,-42.254,10.0
Arawa,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007gvt,"202 km NNW of Arawa, Papua New Guinea",1996-05-02,,670,0,-4.548,154.833,500.0
Panguna,Papua New Guinea,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007gqq,"58 km WSW of Panguna, Papua New Guinea",1996-04-29,6.26,798,0,-6.518,154.999,44.0
agasta,Chile,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007gbg,"44 km SE of Antofagasta, Chile",1996-04-19,6.704,670,0,-23.944,-70.093,49.5
the Fiji Islands,the Fiji Islands,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007g84,south of the Fiji Islands,1996-04-16,,798,0,-24.061,-177.036,110.9
Rat Islands,Alaska,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007f34,"Rat Islands, Aleutian Islands, Alaska",1996-03-22,,711,0,51.221,178.695,20.4
Port Olry,Vanuatu,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007ex5,"44 km NNE of Port-Olry, Vanuatu",1996-03-17,4.888,691,0,-14.705,167.297,164.4
Bonin Islands,Japan ,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007evx,"Bonin Islands, Japan region",1996-03-16,,691,0,28.983,138.944,477.2
Villa El Carmen,Nicaragua,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007e9s,"30 km WSW of Villa El Carmen, Nicaragua",1996-03-03,6.18,691,0,11.905,-86.772,33.0
Masachapa,Nicaragua,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007e9k,"39 km WSW of Masachapa, Nicaragua",1996-03-03,5.557,670,0,11.657,-86.856,33.0
Santa Maria Chico Ometepec,Mexico,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007dv6,"24 km SSW of Santa María Chico Ometepec, Mexico",1996-02-25,6.61,776,0,15.978,-98.07,21.1
Puerto Santa,Peru,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007dmb,"123 km WSW of Puerto Santa, Peru",1996-02-21,5.774,865,0,-9.593,-79.587,10.0
Ascension Island,Ascension Island,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007dds,north of Ascension Island,1996-02-18,,670,0,-1.266,-14.273,10.0
Biak,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007d78,"32 km NNE of Biak, Indonesia",1996-02-17,6.386,650,0,-0.917,136.225,31.9
Insrom,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007d5f,"67 km NNW of Insrom, Indonesia",1996-02-17,6.107,650,0,-0.567,135.84,19.2
Biak,Indonesia,8.09,https://earthquake.usgs.gov/earthquakes/eventpage/official19960217055930550_33,"101 km ENE of Biak, Indonesia",1996-02-17,8.0,1007,0,-0.891,136.952,33.0
Namie,Japan,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007d0t,"123 km E of Namie, Japan",1996-02-16,4.21,691,0,37.353,142.38,40.8
Ascension Island,Ascension Island,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007d0f,north of Ascension Island,1996-02-16,,670,0,-1.496,-15.279,10.6
Kuril sk,Russia,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007chh,"158 km E of Kuril’sk, Russia",1996-02-07,6.227,798,0,45.324,149.892,42.6
Lijiang,China,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007c7g,"47 km N of Lijiang, China",1996-02-03,10.0,670,0,27.291,100.276,11.1
Yelizovo,Russia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007a08,"106 km NE of Yelizovo, Russia",1996-01-01,6.525,670,0,53.826,159.586,33.0
Palu,Indonesia,7.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00079zv,"181 km N of Palu, Indonesia",1996-01-01,8.009,960,0,0.729,119.931,24.0
Lospalos,Timor Leste,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp00079k5,"297 km NE of Lospalos, Timor Leste",1995-12-25,6.363,776,0,-6.903,129.151,141.9
Abepura,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000799b,"130 km SSW of Abepura, Indonesia",1995-12-19,6.284,650,0,-3.703,140.233,63.4
Kuril sk,Russia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007852,"178 km ESE of Kuril’sk, Russia",1995-12-03,,650,0,44.727,150.033,33.0
Kuril sk,Russia,7.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000782n,"128 km ESE of Kuril’sk, Russia",1995-12-03,6.383,960,0,44.663,149.3,33.0
Kuril sk,Russia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00077yv,"134 km SE of Kuril’sk, Russia",1995-12-02,,670,0,44.505,149.237,18.1
northern East Pacific Rise,northern East Pacific Rise,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00077vd,northern East Pacific Rise,1995-12-01,,670,0,10.16,-104.0,10.0
Kuril sk,Russia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00077e6,"123 km SE of Kuril’sk, Russia",1995-11-24,,670,0,44.537,149.103,27.8
Nuwaybi a,Egypt,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007788,"27 km SSE of Nuwaybi‘a, Egypt",1995-11-22,9.224,798,0,28.826,34.799,10.0
Sinabang,Indonesia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00076fh,"164 km WSW of Sinabang, Indonesia",1995-11-08,,732,0,1.833,95.05,33.0
Vallenar,Chile,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000762s,"73 km WSW of Vallenar, Chile",1995-11-01,6.93,691,0,-28.906,-71.417,19.9
Ocozocoautla de Espinosa,Mexico,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp00075gf,"13 km NW of Ocozocoautla de Espinosa, Mexico",1995-10-21,6.316,798,0,16.84,-93.469,159.3
Naze,Japan,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp00075db,"71 km ESE of Naze, Japan",1995-10-19,6.025,711,0,28.094,130.148,19.7
Naze,Japan,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp00075bd,"83 km SE of Naze, Japan",1995-10-18,5.768,776,0,27.929,130.175,28.4
El Colomo,Mexico,8.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp00074vc,"5 km E of El Colomo, Mexico",1995-10-09,8.357,985,0,19.055,-104.205,33.0
Sungai Penuh,Indonesia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp00074ph,"5 km ENE of Sungai Penuh, Indonesia",1995-10-06,6.823,711,0,-2.045,101.436,33.0
Sucua,Ecuador,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00074de,"50 km SE of Sucúa, Ecuador",1995-10-03,6.61,650,0,-2.778,-77.851,16.7
Sucua,Ecuador,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp00074c4,"45 km SE of Sucúa, Ecuador",1995-10-03,6.644,754,0,-2.75,-77.881,24.4
Paramonga,Peru,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00073vq,"81 km W of Paramonga, Peru",1995-09-23,5.335,650,0,-10.68,-78.581,59.9
Azoyu,Mexico,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp00073c5,"5 km N of Azoyú, Mexico",1995-09-14,6.556,842,0,16.779,-98.597,23.0
Etchoropo,Mexico,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00072k0,"95 km SW of Etchoropo, Mexico",1995-08-28,5.267,670,0,26.092,-110.284,12.2
Pagan ,Northern Mariana Islands,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp00072a1,"Pagan region, Northern Mariana Islands",1995-08-23,,776,0,18.856,145.218,594.9
Neira,Colombia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000724g,"7 km WSW of Neira, Colombia",1995-08-19,5.565,670,0,5.139,-75.577,119.6
Panguna,Papua New Guinea,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp00071xh,"139 km WNW of Panguna, Papua New Guinea",1995-08-16,6.246,798,0,-5.771,154.347,33.0
Kokopo,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00071ww,"205 km SE of Kokopo, Papua New Guinea",1995-08-16,4.237,670,0,-5.429,153.773,18.7
Panguna,Papua New Guinea,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp00071w4,"155 km WNW of Panguna, Papua New Guinea",1995-08-16,6.489,912,0,-5.799,154.178,30.1
Kokopo,Papua New Guinea,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp00071ty,"99 km WSW of Kokopo, Papua New Guinea",1995-08-14,5.817,691,0,-4.836,151.515,127.9
agasta,Chile,8.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000714t,"36 km NNE of Antofagasta, Chile",1995-07-30,7.826,985,0,-23.34,-70.294,45.6
the Loyalty Islands,the Loyalty Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00070h5,southeast of the Loyalty Islands,1995-07-12,,650,0,-23.26,170.865,11.4
Jinghong,China,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp00070g4,"158 km W of Jinghong, China",1995-07-11,7.612,711,0,21.966,99.196,12.5
Kermadec Islands,New Zealand,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000702z,"Kermadec Islands, New Zealand",1995-07-03,,798,0,-29.211,-177.589,35.3
Isangel,Vanuatu,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006zwa,"0 km ESE of Isangel, Vanuatu",1995-06-29,5.2,670,0,-19.544,169.287,139.4
Kokopo,Papua New Guinea,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006zmh,"189 km ENE of Kokopo, Papua New Guinea",1995-06-24,,711,0,-3.959,153.93,386.0
Balleny Islands ,Balleny Islands ,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006zgn,Balleny Islands region,1995-06-21,,691,0,-61.673,154.766,10.0
Galaxidhion,Greece,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006z34,"8 km WNW of Galaxídhion, Greece",1995-06-15,7.391,650,0,38.401,22.283,14.2
